"callsign","firstTransmissionDate","flag","geartype","id","imo","lastTransmissionDate","mmsi","msgCount","posCount","shipname","source","vesselType","years","dataset","score"
"IJPB","2022-04-27T16:04:53Z","ITA","fishing","d814903f9-9c84-e2fa-91f0-8384957dc277",0,"2023-11-22T19:02:10Z",247300940,11945998,198007,"ANNA","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA6857","2013-04-17T11:25:07Z","ESP","drifting_longlines","2423836bf-f641-065c-e19e-3a118d24ee4c",0,"2015-09-30T13:07:13Z",224120390,431160,24354,"NUEVO HERMANOS RUIZ","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-03-18T19:17:51Z","ESP","drifting_longlines","b1cd2fab5-542b-bc8c-3354-7e03dd7ecd83",NA,"2015-08-02T14:14:01Z",224120390,1482,160,NA,"AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
"EA9379","2013-08-12T10:43:46Z","ESP","trawlers","e638aea2e-e884-ee2e-7ef5-ea9fd1f1c7d4",0,"2022-02-18T19:40:27Z",224409830,718004,120614,"GERMANS GIL","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA9379","2022-02-21T03:25:19Z","ESP","trawlers","becfa4dfe-edc7-e24f-bb01-d02b56a75632",0,"2023-11-25T13:27:32Z",224409830,809224,116797,"PUNTA ALJIBE TRES","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EB5315","2014-11-12T08:42:56Z","ESP","other_purse_seines","fd4b29eae-ef88-340e-a1b9-97cf7aa4a8a4",0,"2023-11-20T04:57:33Z",224313360,1111560,195931,"SARA Y THESA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2015-01-20T02:56:45Z","ESP","trawlers","9b09cf916-64bb-dba4-ad24-44b3c0590a8e",0,"2019-02-08T14:40:52Z",224055330,32941,5629,"MARISITA SEGUNDA","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",93.01021
"EA2759","2013-09-29T13:05:15Z","ESP","trawlers","7eb41aa9b-b722-19d5-b217-9e48854be242",0,"2023-11-24T15:41:28Z",224055330,197850,47668,"MARISITA SEGUNDA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-09-17T11:28:26Z","ESP","trawlers","a0a8f7cec-c628-0622-8de0-e8a8d318c561",NA,"2023-04-11T06:26:37Z",224055330,271,45,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA2455","2013-09-17T14:06:53Z","ESP","trawlers","15e05f29c-c5ea-5d58-8f7c-972472cc8e25",0,"2023-11-09T15:31:54Z",224095950,270783,57147,"ES REFALAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EB5408","2014-05-19T03:12:16Z","ESP","trawlers","de3ceb0e4-4acb-4f97-bd6e-f1849c977086",0,"2023-11-24T14:29:56Z",224144890,469749,92647,"BALEAR SEGUNDO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-19T11:09:19Z","ESP","set_gillnets","a0a4f1863-31e4-fd32-a642-6cafaaae98ac",0,"2014-06-13T08:04:12Z",224214890,22426,3544,"224214890","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"","2014-05-19T23:40:43Z","ESP","drifting_longlines","9784adf54-449d-2438-233a-cb57bd29ea52",0,"2023-11-21T09:35:11Z",224241730,2291414,188272,"MORENO TORRES","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2015-09-12T02:43:03Z","ESP","drifting_longlines","40dd68b7f-fc52-0c6b-79db-a3b732fc19f5",NA,"2023-03-17T08:24:35Z",224241730,132,21,NA,"AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EB6993","2014-04-28T04:35:29Z","ESP","trawlers","86e347c4a-a717-149c-8329-3d22d7974a3d",0,"2023-10-25T11:29:22Z",224249780,218077,39722,"MARJUPE SEGUNDO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"EA3951","2013-02-13T10:39:19Z","ESP","drifting_longlines","eb635e44c-c98d-9b58-1fba-572c777adff3",0,"2023-11-26T23:59:20Z",224082260,35276256,701683,"SIEMPRE KALIMA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-27T19:15:43Z","ESP","drifting_longlines","5a33124ef-fb68-a515-5900-677c0a5701f5",NA,"2023-07-14T07:51:08Z",224082260,2998,493,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA9379","2013-08-12T10:43:46Z","ESP","trawlers","e638aea2e-e884-ee2e-7ef5-ea9fd1f1c7d4",0,"2022-02-18T19:40:27Z",224409830,718004,120614,"GERMANS GIL","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA9379","2022-02-21T03:25:19Z","ESP","trawlers","becfa4dfe-edc7-e24f-bb01-d02b56a75632",0,"2023-11-25T13:27:32Z",224409830,809224,116797,"PUNTA ALJIBE TRES","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EB5315","2014-11-12T08:42:56Z","ESP","other_purse_seines","fd4b29eae-ef88-340e-a1b9-97cf7aa4a8a4",0,"2023-11-20T04:57:33Z",224313360,1111560,195931,"SARA Y THESA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2014-09-08T09:38:33Z","ESP","drifting_longlines","f4ff2d4f0-041f-b63b-2ae7-ad8e405905db",0,"2023-10-17T13:20:02Z",224248780,3678882,245079,"ALBORAN UNO","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"EA8363","2012-10-19T11:38:50Z","ESP","drifting_longlines","88f4bce25-537e-6292-e698-267ccd1ba432",0,"2023-11-06T08:55:00Z",224020170,3343516,167499,"GARCIA RODRIGUEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-23T20:11:04Z","ESP","drifting_longlines","a96875dde-eb28-3173-198d-795d38adcc1f",NA,"2022-06-10T12:06:15.98Z",224020170,3276,481,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-01-08T13:58:47Z","ESP","trawlers","32feb7cfe-ec07-b297-1b7d-421b0c2e2f7f",NA,"2023-02-15T10:13:12Z",224138770,581,80,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA7777","2014-03-18T14:10:27Z","ESP","trawlers","a361babaa-a802-f285-b101-f89deb79a1d3",26299,"2023-11-24T05:15:41Z",224138770,650392,95017,"CIUTAT DE MAO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2019-02-18T03:43:30Z","ESP","trawlers","9dbb49280-0679-775d-66f9-480aae8d7f76",0,"2019-03-07T15:53:29Z",224138770,316,44,"CIUTAT DE MAO","AIS","Fishing","list(2019)","public-global-fishing-vessels:v20201001",93.01021
"EA3062","2013-09-15T17:25:05Z","ESP","pots_and_traps","804d22c25-5e4b-6164-e259-4562fa90e900",0,"2022-10-30T15:22:29Z",224165270,2021420,108233,"NUESTRA MADRE LORETO","AIS","Fishing","list(2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",89.394325
NA,"2013-08-21T06:31:10Z","ESP","pots_and_traps","b5dbc87f4-4351-f99b-dbaa-5ae2c8700578",NA,"2022-05-11T09:53:56.02Z",224165270,1675,346,NA,"AIS","Fishing","list(2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",89.394325
"","2014-02-06T23:24:55Z","ESP","pots_and_traps","a48fd6038-8a35-1fbf-b2e5-00a5f9e40ce7",0,"2014-08-20T01:48:25Z",224165270,27193,1794,"NUESTRA MADRE LORETO","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",89.394325
"EA3062","2020-02-29T13:07:53Z","ESP","pots_and_traps","bd3987ae8-83c2-d9a6-d9d2-f89d5e69032c",0,"2021-06-12T10:53:31Z",224165270,391716,19286,".NTRA MADRE LORETO","AIS","Fishing","list(2020, 2021)","public-global-fishing-vessels:v20201001",89.394325
"EA3062","2022-11-01T19:55:06Z","ESP","pots_and_traps","9c862738e-e1a5-5b31-2e58-3fa191693034",9168908,"2023-11-24T17:51:00Z",224165270,202129,39912,"NUESTRA MADRE LORETO","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",89.394325
NA,"2016-04-02T03:07:46Z","ESP","drifting_longlines","5e0afb472-2d8e-90e4-6832-0b35b7013000",NA,"2022-04-17T14:35:14Z",224306480,507,91,NA,"AIS","Fishing","list(2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"","2014-05-01T19:52:06Z","ESP","drifting_longlines","c8d38bc36-6894-560f-2e9b-d1404fde2261",NA,"2023-11-26T23:43:09Z",224306480,700865,103799,"MOBYDICK TRES","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-02-20T16:32:23Z","ESP","drifting_longlines","47c89d2ba-a73f-088d-0cd2-003647e6f852",NA,"2023-04-28T10:16:02Z",224031340,1733,347,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA5637","2013-04-11T07:31:20Z","ESP","drifting_longlines","6bde0249d-d49c-84a1-65c5-dcfdf4241841",0,"2023-11-26T23:59:02Z",224031340,3175910,269233,"ANTONIO Y ANGELITA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-06-18T15:54:30Z","ESP","drifting_longlines","03cc9bfad-d7e7-9122-9fd2-d354ef80221b",NA,"2022-06-07T08:08:29.94Z",224208290,902,160,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA7757","2013-06-19T19:07:14Z","ESP","drifting_longlines","c2b0d9d5d-d1a8-6fec-0b13-b362c88cdbe2",0,"2023-11-26T23:59:41Z",224208290,4173391,332084,"NICOLAS Y ANA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"CUSJ9","2013-01-14T09:02:08Z","PRT","pots_and_traps","c202631d8-80bc-0a5f-a432-67efa4ef0a5d",0,"2017-04-27T07:18:58Z",204848000,694875,42364,"CORISCO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",99.78859
"EA7915","2013-06-26T20:48:25Z","ESP","drifting_longlines","343c70930-0d01-4bc8-99e6-54e044a8a25a",0,"2016-02-29T05:11:58Z",224143730,411897,28270,"ISLA SANANDRES","AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",99.78859
NA,"2013-04-12T11:53:15Z","PRT","fishing","de8f71131-170a-e03f-0cca-226701452322",NA,"2015-09-21T03:30:09Z",204201360,1908,25,NA,"AIS","Fishing","list(2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
"CUTZ5","2013-11-19T09:43:38Z","PRT","fishing","72421bf3c-c2af-dfee-9b6f-b8375bb68c81",9205209,"2023-11-26T04:46:46Z",204201360,2745719,227055,"AGRIAO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA7221","2013-05-21T22:19:53Z","ESP","drifting_longlines","ff73baccc-cd19-8f9e-10fc-58a6136d9eab",0,"2021-11-12T08:55:44Z",224112370,669953,38612,"SEMPRE PARRELL","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-04-28T05:56:33Z","ESP","drifting_longlines","fa8f99b98-8e72-48ed-5192-b2fc727abbed",NA,"2017-01-18T21:02:01Z",224112370,429,82,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",95.701996
"EA5495","2014-04-01T08:47:48Z","ESP","drifting_longlines","dc04eaada-a4df-1795-6026-6b9a2e2fff56",0,"2021-03-17T15:38:33Z",224033650,463665,4656,"NUEVO MARTINA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA5495","2014-04-09T08:15:34Z","ESP","drifting_longlines","5ece5ff6b-bdff-053c-3368-bc9467fc1883",0,"2017-04-18T17:33:22Z",224033650,1888698,54778,"HNOS MARTINEZ TRES","AIS","Fishing","list(2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA5495","2017-04-24T11:40:47Z","ESP","drifting_longlines","b5f1cebbf-f2da-25f7-8dfc-9ddf49d474ce",0,"2023-11-26T23:59:55Z",224033650,43501362,452864,"NUEVO MARTINA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
"EB3490","2014-06-18T11:37:07Z","ESP","drifting_longlines","4e2e8d9a9-9b05-47e7-15de-25007a5947d4",0,"2022-11-11T02:13:55Z",224069760,1993236,73934,"MIGUELACHO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-06-10T00:02:26Z","ESP","drifting_longlines","4e7ccf384-4da4-535c-d1fd-7aacbefdae78",NA,"2022-06-25T09:46:50.29Z",224069760,1155,250,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"","2013-11-26T06:02:30Z","ESP","set_gillnets","6184ecd59-96cf-ef59-cd18-f565d4089f68",0,"2014-03-14T12:56:33Z",224097640,4616,680,"224097640","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-03-21T18:06:10Z","ESP","drifting_longlines","a3170aafd-d25d-9278-d2a6-4029a26ebb23",NA,"2016-07-20T21:57:34Z",224148760,16375,1277,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",93.01021
"EA7631","2013-05-06T16:19:09Z","ESP","drifting_longlines","242a11b2e-ef34-cb2e-3514-e16ca745aeed",0,"2017-12-28T14:50:00Z",224148760,827591,57248,"N ENCARNACION CANADA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA763","2017-12-31T22:36:16Z","ESP","drifting_longlines","0c6f89f51-1e4b-f656-f2d8-9eab95aebb0e",0,"2023-11-26T23:57:33Z",224148760,51087632,804928,"N ENCARNACION CANADA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA3112","2013-05-10T13:48:31Z","ESP","trawlers","b5d5aac44-4dad-1fd0-a41e-dc2ea79f211d",0,"2023-11-24T15:52:23Z",224040430,231511,42280,"MYRI","AIS","Fishing","list(2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-06-14T21:55:31Z","ESP","trawlers","6d2ac0df9-9c19-95f0-8871-3677c639f671",NA,"2022-12-22T06:29:58Z",224040430,1129,124,NA,"AIS","Fishing","list(2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"","2016-08-29T02:58:56Z","ESP","trawlers","edc80424e-efba-2f43-84e0-d475740c896e",0,"2018-02-17T21:33:04Z",224040430,48750,8435,"MYRI","AIS","Fishing","list(2016, 2017, 2018)","public-global-fishing-vessels:v20201001",93.01021
"EA 2871","2016-03-09T18:09:37Z","ESP","other_purse_seines","5f3337579-91af-9a68-1709-1044b09d2384",0,"2016-05-12T04:55:44Z",224041480,1152,250,"224041480","AIS","Fishing","list(2016)","public-global-fishing-vessels:v20201001",9.49397
"EA4854","2014-05-13T08:02:19Z","ESP","drifting_longlines","2c1b8b56f-f1a8-1365-bd1b-d8e893e2cb4f",0,"2022-10-20T15:13:23Z",224010120,1218095,114845,"TIO MICHEL","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-10-29T12:50:56Z","ESP","drifting_longlines","f251420b0-05da-34a8-131d-e3800874d648",NA,"2022-05-16T18:33:12.75Z",224010120,2400,252,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-05-06T03:42:53Z","ESP","drifting_longlines","8ce277ff6-68a1-a7fd-4fd7-5ed0f57f4c43",NA,"2021-04-30T10:40:31Z",224122560,455,88,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",95.701996
"EA 3548","2014-05-26T14:09:06Z","ESP","drifting_longlines","271d534a5-5e03-58e9-4f97-357108801fe6",0,"2023-11-26T23:58:00Z",224122560,17774319,489311,"NUEVO MIRANDILLA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2020-05-09T14:09:51Z","CHN","set_longlines","3a0a43d06-6c8e-82b6-c60e-8497f07542a8",NA,"2020-05-16T19:44:59Z",413524125,1489,182,"52412-15 60%","AIS","Fishing","list(2020)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-03-18T11:34:59Z","ESP","drifting_longlines","c83af605a-ae26-d96b-cb50-abebcc5fd517",NA,"2022-03-17T09:41:00Z",224053650,3690,198,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4005","2013-05-27T22:57:02Z","ESP","drifting_longlines","24fc184d5-5de5-790a-d9d9-78d0542a3326",0,"2023-11-26T23:57:06Z",224053650,8713200,304363,"BELMONTE  HERNANDEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-03-18T13:51:31Z","ESP","drifting_longlines","6dbbd1548-85e7-26b4-f2a7-abe8a85eec61",NA,"2022-09-09T09:18:14.81Z",224110320,664,109,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA2705","2013-04-19T10:25:37Z","ESP","drifting_longlines","3ad2fe752-28a4-b67f-0b9d-4d76a87be498",0,"2023-04-27T07:01:42Z",224110320,909040,55240,"PEDRO Y BEATRIZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4860","2014-05-19T15:40:48Z","ESP","drifting_longlines","778069479-9da3-7abc-82fb-5766420aafb2",0,"2016-02-18T07:09:38Z",224106220,353042,20072,"HNS FERNANDEZ DIAZ","AIS","Fishing","list(2014, 2015, 2016)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2016-02-17T02:22:42Z","ESP","drifting_longlines","fefaec132-2b7c-a92f-ed10-98fc08b33397",0,"2017-11-21T20:19:12Z",224106220,983007,39883,"HNS FERNANDEZ DIAZ","AIS","Fishing","list(2016, 2017)","public-global-fishing-vessels:v20201001",86.913086
NA,"2014-04-07T00:08:29Z","ESP","drifting_longlines","e4f1553bd-da6d-1340-fa8c-dd57d200f980",NA,"2023-03-09T11:54:38Z",224106220,13700,3612,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"FISH","2017-11-30T12:37:31Z","ESP","drifting_longlines","9ad881d8e-e3dc-fbe6-83d0-bf8f08ae6782",0,"2017-12-09T18:42:55Z",224106220,4236,838,"HMN FERNANDEZ DIAZ","AIS","Fishing","list(2017)","public-global-fishing-vessels:v20201001",86.913086
"EBVP","2018-04-26T17:32:37Z","ESP","drifting_longlines","55d3eda16-66e1-325b-f834-f179fee24f38",0,"2022-07-20T20:21:54Z",224106220,5777241,155834,"HNOS FERNANDEZ DIAZ","AIS","Fishing","list(2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2022-08-16T11:47:11Z","ESP","drifting_longlines","380ebb2bc-c5af-f22e-48ec-9a4e969811e6",0,"2023-11-24T07:58:55Z",224106220,7903827,199490,"HNOSFERNANDEZDIAZ","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2022-07-18T00:35:19.93Z","ESP","drifting_longlines","09dd1a9a1-1f51-4232-8878-8ad97fb61d7b",0,"2022-08-09T10:16:28Z",224106220,120302,8192,"HERMANOSFERNANDEZDIA","AIS","Fishing","list(2022)","public-global-fishing-vessels:v20201001",86.913086
NA,"2013-05-22T11:22:45Z","ESP","drifting_longlines","3daba9e42-202c-b1d9-c02e-7901b9a15799",NA,"2022-03-14T11:49:35Z",224093790,2748,332,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"","2013-05-27T15:37:29Z","ESP","drifting_longlines","535f4d42f-fa6f-294c-c51e-5d5595e38d6c",0,"2019-08-28T22:53:41Z",224093790,384478,45285,"PESCANXANETA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"266896","2019-10-11T11:13:17Z","ESP","drifting_longlines","4ce3aed72-2217-69c0-6f0a-fa79919c52df",0,"2023-11-26T23:31:10Z",224093790,3250050,131233,"PESCANXANETA","AIS","Fishing","list(2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-05-13T23:06:01Z","ESP","drifting_longlines","ac7fa57ca-a0cc-71a9-b7f0-3e9ff476adb1",NA,"2019-04-01T08:36:26Z",224120870,819,131,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",95.701996
"EA-7441","2013-05-27T02:36:33Z","ESP","drifting_longlines","82ba5bbcc-cdc3-5d3d-9fb0-81ff51979088",0,"2020-02-18T11:44:10Z",224120870,8360783,112209,"SIEMPRE JOANA","AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",95.701996
"EA4112","2013-06-19T11:35:56Z","ESP","drifting_longlines","f5812fc4f-f419-9ce0-1611-06df3add610e",0,"2020-07-08T06:39:53Z",224099560,349998,31371,"VICENTE AGUADO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","public-global-fishing-vessels:v20201001",90.999695
NA,"2014-09-21T16:47:04Z","ESP","drifting_longlines","aa53d1979-987a-4d59-04f1-c2c14341ad1d",NA,"2022-10-24T07:45:02Z",224099560,1477,342,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
"","2020-07-09T11:25:57Z","ESP","drifting_longlines","302fc3325-58af-1064-5372-7de324af7298",0,"2023-04-21T09:47:39Z",224099560,4368922,81964,"VICCENTE AGUADO","AIS","Fishing","list(2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"","2023-04-28T10:38:50Z","ESP","drifting_longlines","d3a90020e-e783-36c9-3553-e4eee6177d0a",0,"2023-11-26T23:58:29Z",224099560,19158349,191526,"MAR DE ROQUETAS","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",90.999695
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EA6225","2014-05-24T09:31:09Z","ESP","drifting_longlines","c77a8fdb5-54a7-e7db-7b1e-68c41ec1cbcb",0,"2021-05-15T03:58:36Z",224072270,1678981,11974,"SALVADOR EL FORTUNA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA6225","2014-05-27T13:16:17Z","ESP","drifting_longlines","4b3904430-0eaa-8a18-1d36-89185c04680b",0,"2021-07-22T05:28:21Z",224072270,21136478,182720,"SALVADOR EL FORTUNA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA6225","2021-07-23T11:11:17Z","ESP","drifting_longlines","e5603bb67-7c95-b49a-abf9-768838784a62",0,"2023-11-26T23:59:03Z",224072270,22116738,215095,"JUAN EL RATA","AIS","Fishing","list(2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
